id_transaksi,waktu,Nama_Produk,kategori,type,nominal
TRX-700c47c4a03e,2025-03-31 13:23:59,Bakso,Makanan & Bahan Makanan,pemasukan,30760
TRX-b673cdb24e90,2025-04-01 00:57:44,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22554
TRX-e49af568e2fe,2025-04-01 03:40:54,Es Teh,Minuman & Bahan Minuman,pemasukan,9810
TRX-756b9fafac3f,2025-04-01 08:39:47,Vitamin,Kesehatan,pengeluaran,20703
TRX-f7440f1727f3,2025-04-01 08:53:33,Bakso,Makanan & Bahan Makanan,pemasukan,26522
TRX-29c8fdaf2286,2025-04-01 15:32:17,Mie Ayam,Makanan & Bahan Makanan,pemasukan,24595
TRX-d1f1cfca672e,2025-04-01 16:27:11,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28651
TRX-10e36bc1f5ad,2025-04-01 16:49:35,Bakso,Makanan & Bahan Makanan,pemasukan,34197
TRX-d304ebfd6821,2025-04-01 17:07:49,Vitamin,Kesehatan,pengeluaran,12997
TRX-84ef0ed526ae,2025-04-01 23:59:04,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29380
TRX-83b1444598ef,2025-04-02 00:24:09,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18366
TRX-c90a2f09f30b,2025-04-02 07:22:36,Mie Ayam,Makanan & Bahan Makanan,pemasukan,24697
TRX-754db1da2849,2025-04-02 07:31:47,Pulpen,Makanan & Bahan Makanan,pengeluaran,3772
TRX-156c95b4599e,2025-04-02 09:44:24,Kertas Nota,Makanan & Bahan Makanan,pengeluaran,9522
TRX-d606b9de65ec,2025-04-02 10:47:50,Cabai,Makanan & Bahan Makanan,pengeluaran,11545
TRX-1894f42fa395,2025-04-02 12:50:08,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,21673
TRX-fc0fff6faaf5,2025-04-02 13:14:49,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,24089
TRX-6d43dcef4c0e,2025-04-02 13:42:29,Tinta Printer,ATK/Administrasi,pengeluaran,7883
TRX-51dceeb991ac,2025-04-02 16:58:07,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25904
TRX-c0eca1f4c5ce,2025-04-03 01:10:20,Tinta Printer,ATK/Administrasi,pengeluaran,8447
TRX-fd5b98be0241,2025-04-03 03:10:50,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28680
TRX-c5a5bb09ebe8,2025-04-03 03:19:01,Kopi,Minuman & Bahan Minuman,pengeluaran,8185
TRX-98262aeb39e9,2025-04-03 11:54:56,Vitamin,Kesehatan,pengeluaran,18424
TRX-d5d6f6fe1800,2025-04-03 16:21:43,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,22729
TRX-3cc6ccb4b3d3,2025-04-04 03:27:16,Masker,Kesehatan,pengeluaran,2630
TRX-04300d4943e3,2025-04-04 03:37:50,Mie Ayam,Makanan & Bahan Makanan,pemasukan,20463
TRX-3aada8b17a22,2025-04-04 03:48:55,Kopi,Makanan & Bahan Makanan,pengeluaran,8534
TRX-ca25ed33f84c,2025-04-04 05:37:13,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,8817
TRX-033823876deb,2025-04-04 09:14:24,Susu,Minuman & Bahan Minuman,pengeluaran,16964
TRX-56e8b86fb5da,2025-04-04 17:52:06,Gas LPG,Makanan & Bahan Makanan,pengeluaran,33525
TRX-883a1867ac80,2025-04-04 18:55:11,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18226
TRX-a4073262997c,2025-04-04 22:39:27,Masker,Kesehatan,pengeluaran,2708
TRX-3b6fdfc5528e,2025-04-04 23:57:39,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13422
TRX-e01a73af8e02,2025-04-05 01:00:54,Teh,Minuman & Bahan Minuman,pengeluaran,2973
TRX-183f8f77c6f6,2025-04-05 02:55:59,Kertas Nota,ATK/Administrasi,pengeluaran,8554
TRX-9c35b24f4a3f,2025-04-05 06:49:38,Es Teh,Minuman & Bahan Minuman,pemasukan,7255
TRX-cd8d2aabae35,2025-04-05 12:48:16,Es Teh,Minuman & Bahan Minuman,pemasukan,6631
TRX-c12ffe8ef8e1,2025-04-05 12:54:54,Gas LPG,Makanan & Bahan Makanan,pengeluaran,33954
TRX-51ad9ee095bc,2025-04-05 13:30:01,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29015
TRX-65235cbaae25,2025-04-05 14:46:29,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,5528
TRX-9f93f227c19a,2025-04-05 14:56:37,Cup Plastik,Makanan & Bahan Makanan,pengeluaran,14670
TRX-d6b86c6ff234,2025-04-05 18:28:01,Cabai,Makanan & Bahan Makanan,pengeluaran,17059
TRX-96e5868148b2,2025-04-06 04:10:32,Masker,Kesehatan,pengeluaran,2331
TRX-93e74f47758e,2025-04-06 06:33:08,Beras,Makanan & Bahan Makanan,pengeluaran,18971
TRX-22ee89682b0f,2025-04-06 06:52:10,Es Teh,Minuman & Bahan Minuman,pemasukan,6946
TRX-a0d5be2c677e,2025-04-06 12:33:36,Matcha Latte,Minuman & Bahan Minuman,pemasukan,24879
TRX-76b1b3513c57,2025-04-06 14:21:49,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10754
TRX-4fed03ed407a,2025-04-06 17:04:03,Cabai,Makanan & Bahan Makanan,pengeluaran,16083
TRX-f80a630f10ee,2025-04-06 17:39:07,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,8241
TRX-0d9b984ae447,2025-04-06 19:27:58,Soto Ayam,Makanan & Bahan Makanan,pemasukan,26594
TRX-1fecf90da964,2025-04-06 23:50:50,Es Teh,Minuman & Bahan Minuman,pemasukan,9247
TRX-c9825ad5aa4e,2025-04-07 00:12:44,Tinta Printer,ATK/Administrasi,pengeluaran,9868
TRX-8dbd47dc833f,2025-04-07 06:34:02,Bakso,Makanan & Bahan Makanan,pemasukan,28186
TRX-a81a02b8ec12,2025-04-07 06:59:43,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24584
TRX-64d9b8bbfa05,2025-04-07 11:15:24,Bakso,Makanan & Bahan Makanan,pemasukan,27840
TRX-c124f1ad7b96,2025-04-07 12:22:21,Es Teh,Minuman & Bahan Minuman,pemasukan,9320
TRX-f9d4691d5a68,2025-04-07 15:22:48,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10016
TRX-5af38d39fbc4,2025-04-07 22:53:29,Pulpen,ATK/Administrasi,pengeluaran,3828
TRX-b2a186d2c353,2025-04-08 02:50:52,Cabai,Makanan & Bahan Makanan,pengeluaran,19983
TRX-3ea9edd4e76f,2025-04-08 03:17:48,Vitamin,Makanan & Bahan Makanan,pengeluaran,20892
TRX-b89fc71bf687,2025-04-08 03:55:11,Gas LPG,Makanan & Bahan Makanan,pengeluaran,31407
TRX-53141d20813b,2025-04-08 15:55:49,Cabai,Makanan & Bahan Makanan,pengeluaran,23108
TRX-8ddc02c745fb,2025-04-08 17:46:02,Bakso,Makanan & Bahan Makanan,pemasukan,34856
TRX-98fbffc8d51f,2025-04-08 17:48:10,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,5449
TRX-4945020e5397,2025-04-08 21:21:40,Kopi Susu,Minuman & Bahan Minuman,pemasukan,19477
TRX-f1d209aa0026,2025-04-09 06:15:49,Bakso,Makanan & Bahan Makanan,pemasukan,27588
TRX-0d9c73dbe80c,2025-04-09 08:37:42,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22542
TRX-3f6d92101788,2025-04-09 10:02:51,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,15936
TRX-e946edd90448,2025-04-09 11:31:32,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11363
TRX-47f4176a31f8,2025-04-09 14:13:13,Pulpen,ATK/Administrasi,pengeluaran,3938
TRX-3e2fcca2dfaa,2025-04-09 14:59:07,Teh,Minuman & Bahan Minuman,pengeluaran,2183
TRX-72f6c18650f3,2025-04-09 20:07:47,Susu,Minuman & Bahan Minuman,pengeluaran,13659
TRX-679ef4d1605f,2025-04-09 22:59:11,Masker,Kesehatan,pengeluaran,2874
TRX-0b91905bb2e6,2025-04-09 23:59:37,Susu,Minuman & Bahan Minuman,pengeluaran,12256
TRX-2140ec323ebf,2025-04-10 12:21:47,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,16555
TRX-96a33008470e,2025-04-10 15:48:40,Susu,Minuman & Bahan Minuman,pengeluaran,17258
TRX-b2a4860264ee,2025-04-10 18:24:55,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28424
TRX-d61dd275b61d,2025-04-10 19:05:12,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,19004
TRX-f1c001e1118a,2025-04-10 19:29:21,Es Teh,Minuman & Bahan Minuman,pemasukan,8459
TRX-fb2a67fe842b,2025-04-11 03:49:47,Susu,Makanan & Bahan Makanan,pengeluaran,10431
TRX-750e7641d9d0,2025-04-11 04:02:05,Es Teh,Minuman & Bahan Minuman,pemasukan,9231
TRX-ddbd7a2adc24,2025-04-11 05:52:43,Bakso,Makanan & Bahan Makanan,pemasukan,26098
TRX-be430a00427f,2025-04-11 06:14:00,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22873
TRX-e960ac32db2f,2025-04-11 09:54:59,Matcha Latte,Minuman & Bahan Minuman,pemasukan,23681
TRX-47e37a6b96aa,2025-04-11 10:51:07,Soto Ayam,Makanan & Bahan Makanan,pemasukan,27883
TRX-c1094345ae53,2025-04-12 00:35:56,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,29694
TRX-9a2070b4f893,2025-04-12 00:44:45,Matcha Latte,Minuman & Bahan Minuman,pemasukan,24290
TRX-f6d392544b9b,2025-04-12 04:20:27,Mie Ayam,Makanan & Bahan Makanan,pemasukan,23310
TRX-41cf1aff290b,2025-04-12 05:43:59,Soto Ayam,Makanan & Bahan Makanan,pemasukan,28978
TRX-9b1874f4e6c8,2025-04-12 08:33:45,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12940
TRX-f3eee5d86a14,2025-04-12 11:00:59,Es Teh,Minuman & Bahan Minuman,pemasukan,6335
TRX-4ec18412196f,2025-04-12 11:45:19,Pulpen,ATK/Administrasi,pengeluaran,3741
TRX-9a17286cd935,2025-04-12 14:46:39,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,9137
TRX-1cf31c83dd51,2025-04-12 17:21:32,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11036
TRX-5d0e125eb7bb,2025-04-13 01:57:44,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25803
TRX-9cba98981de8,2025-04-13 02:38:17,Vitamin,Kesehatan,pengeluaran,11249
TRX-b0b48274a016,2025-04-13 03:16:11,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10161
TRX-0c149d4a91f0,2025-04-13 06:52:24,Es Teh,Minuman & Bahan Minuman,pemasukan,9845
TRX-047c21c551e4,2025-04-13 10:07:16,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24905
TRX-b06e7f268c67,2025-04-13 13:26:56,Bakso,Makanan & Bahan Makanan,pemasukan,34436
TRX-6719bc79f8c8,2025-04-13 15:05:21,Teh,Minuman & Bahan Minuman,pengeluaran,2669
TRX-9474bd956a57,2025-04-13 15:36:10,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27587
TRX-2a415916b1c0,2025-04-13 16:53:18,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22328
TRX-7fac6e5210bd,2025-04-13 19:15:23,Es Teh,Minuman & Bahan Minuman,pemasukan,8888
TRX-8e4598eaf7af,2025-04-14 05:51:32,Susu,Makanan & Bahan Makanan,pengeluaran,14857
TRX-c11e419721cd,2025-04-14 09:35:06,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,22758
TRX-9e9c8c18617e,2025-04-14 15:37:20,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,23768
TRX-7b1781ceb6d0,2025-04-14 16:59:09,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22663
TRX-17798b7683cf,2025-04-14 17:37:36,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30328
TRX-9e8c2c88cd39,2025-04-14 20:08:57,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,9204
TRX-0b4b6c085931,2025-04-15 00:58:11,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11355
TRX-27cbf6516e6e,2025-04-15 02:28:41,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25009
TRX-4151870bcc9f,2025-04-15 03:40:01,Bakso,Makanan & Bahan Makanan,pemasukan,31528
TRX-4527a3acbf9d,2025-04-15 03:53:01,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,25451
TRX-469f451921ee,2025-04-15 05:02:32,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27693
TRX-a1faf480f282,2025-04-15 05:27:29,Beras,Makanan & Bahan Makanan,pengeluaran,14934
TRX-b9ea138510f1,2025-04-15 07:22:07,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27820
TRX-e644d969306f,2025-04-15 08:48:17,Masker,Kesehatan,pengeluaran,4959
TRX-d1d33b142911,2025-04-15 13:58:51,Tinta Printer,ATK/Administrasi,pengeluaran,14078
TRX-99ee7c7b6fb5,2025-04-15 18:29:37,Pulpen,ATK/Administrasi,pengeluaran,2252
TRX-0aca7100f3af,2025-04-15 19:56:14,Tinta Printer,ATK/Administrasi,pengeluaran,12478
TRX-97945923c597,2025-04-16 03:53:28,Tinta Printer,ATK/Administrasi,pengeluaran,5195
TRX-7a91705a4995,2025-04-16 04:36:09,Bakso,Makanan & Bahan Makanan,pemasukan,25546
TRX-bc1dc4d61bb6,2025-04-16 04:59:19,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29246
TRX-106e86a0d8b3,2025-04-16 05:30:47,Gas LPG,Makanan & Bahan Makanan,pengeluaran,29957
TRX-437ce1f8f027,2025-04-16 09:57:05,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22786
TRX-ce0fdbe6e6c9,2025-04-16 13:19:31,Beras,Makanan & Bahan Makanan,pengeluaran,18565
TRX-323cad31d848,2025-04-16 17:08:14,Bakso,Makanan & Bahan Makanan,pemasukan,25308
TRX-feee266673ae,2025-04-16 20:00:59,Es Teh,Minuman & Bahan Minuman,pemasukan,6544
TRX-294a760f0055,2025-04-17 00:19:36,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,22605
TRX-b7e36d62752e,2025-04-17 07:46:44,Bakso,Makanan & Bahan Makanan,pemasukan,30458
TRX-acfb0e1ad854,2025-04-17 14:18:46,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28125
TRX-196050dc52c2,2025-04-17 14:51:54,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22052
TRX-d483e1eeec52,2025-04-17 16:03:56,Pulpen,ATK/Administrasi,pengeluaran,3363
TRX-bf0000d58362,2025-04-17 16:05:08,Masker,Kesehatan,pengeluaran,2596
TRX-229d9851ad94,2025-04-17 16:23:40,Soto Ayam,Makanan & Bahan Makanan,pemasukan,28746
TRX-3466f4e63518,2025-04-17 16:54:58,Kopi Susu,Minuman & Bahan Minuman,pemasukan,19438
TRX-e699d0bafb09,2025-04-17 17:09:56,Kertas Nota,ATK/Administrasi,pengeluaran,7239
TRX-e40e7f4ff13d,2025-04-17 19:13:50,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11671
TRX-15e6b4bac9f6,2025-04-18 02:01:31,Es Teh,Minuman & Bahan Minuman,pemasukan,8716
TRX-123dead5b329,2025-04-18 02:05:32,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14260
TRX-8d2668e2e04f,2025-04-18 07:44:13,Pulpen,ATK/Administrasi,pengeluaran,3475
TRX-dd85015b7277,2025-04-18 19:01:13,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27220
TRX-1065620c4dcc,2025-04-18 19:21:15,Kopi Susu,Minuman & Bahan Minuman,pemasukan,19413
TRX-b874411f4fbf,2025-04-18 20:43:07,Es Teh,Minuman & Bahan Minuman,pemasukan,7470
TRX-f420fca74dd0,2025-04-18 20:46:51,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30945
TRX-7880665fb29b,2025-04-18 21:07:05,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14826
TRX-f5204feac73a,2025-04-18 22:01:52,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,28096
TRX-f2a7a94f3b2d,2025-04-18 23:05:27,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24803
TRX-de16d6290266,2025-04-19 10:03:54,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24733
TRX-28124efaeacf,2025-04-19 17:27:11,Es Teh,Minuman & Bahan Minuman,pemasukan,6378
TRX-b82a9bd67a5d,2025-04-19 21:23:46,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,25099
TRX-5ccc434021af,2025-04-19 23:43:27,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27206
TRX-21b1e0cfafcb,2025-04-20 09:28:40,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13248
TRX-a6ec144e6dbd,2025-04-20 09:42:32,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,14144
TRX-f6d554c3f92e,2025-04-20 10:00:12,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,19868
TRX-9b11d4e321ea,2025-04-20 10:36:05,Es Teh,Minuman & Bahan Minuman,pemasukan,7043
TRX-a8521f02115a,2025-04-20 13:29:11,Bakso,Makanan & Bahan Makanan,pemasukan,31845
TRX-1c1c01bb7cdb,2025-04-20 15:34:20,Es Teh,Minuman & Bahan Minuman,pemasukan,7201
TRX-3dc00d02f733,2025-04-20 18:36:17,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24558
TRX-1af37b7e307d,2025-04-20 19:36:49,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21508
TRX-e87a33600f9b,2025-04-20 20:36:45,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22015
TRX-919a83e6a0bb,2025-04-20 20:37:08,Pembelian Blender,Perlengkapan Operasional,pengeluaran,407221
TRX-e5b921fc44d8,2025-04-20 23:01:57,Kertas Nota,ATK/Administrasi,pengeluaran,11687
TRX-4da429a6c673,2025-04-21 02:52:28,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21593
TRX-8a27b977380b,2025-04-21 05:32:16,Cabai,Makanan & Bahan Makanan,pengeluaran,23671
TRX-05a090039dc0,2025-04-21 09:22:34,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23886
TRX-2a03a105045d,2025-04-21 13:22:20,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23777
TRX-a4fa45123059,2025-04-21 13:54:39,Matcha Latte,Minuman & Bahan Minuman,pemasukan,24080
TRX-136d014ed0e9,2025-04-21 14:15:24,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23941
TRX-1bf29dc604b9,2025-04-21 15:00:32,Vitamin,Kesehatan,pengeluaran,13775
TRX-990a67b3bbf6,2025-04-22 02:30:29,Bakso,Makanan & Bahan Makanan,pemasukan,32970
TRX-262416ed01d8,2025-04-22 06:04:56,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,25501
TRX-e0f83d68f2bb,2025-04-22 09:37:59,Kopi Susu,Minuman & Bahan Minuman,pemasukan,19003
TRX-a86106d48868,2025-04-22 11:00:17,Kertas Nota,ATK/Administrasi,pengeluaran,5271
TRX-16cb03fc82ad,2025-04-22 13:43:14,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,14930
TRX-6ddd12e614ce,2025-04-22 16:26:11,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29256
TRX-b28cbee4b558,2025-04-22 20:34:17,Masker,Kesehatan,pengeluaran,4374
TRX-8c241333d9b6,2025-04-22 23:51:37,Masker,Kesehatan,pengeluaran,2603
TRX-556adc67fd20,2025-04-23 02:17:15,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23652
TRX-0e0637c9a8be,2025-04-23 04:10:47,Es Teh,Minuman & Bahan Minuman,pemasukan,8433
TRX-345ad818a8b5,2025-04-23 04:11:05,Es Teh,Minuman & Bahan Minuman,pemasukan,6808
TRX-0874728391a2,2025-04-23 08:56:03,Es Teh,Minuman & Bahan Minuman,pemasukan,6337
TRX-2e297afd363a,2025-04-23 11:20:14,Tinta Printer,ATK/Administrasi,pengeluaran,11030
TRX-059f9c94b529,2025-04-23 17:35:21,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,19166
TRX-21725305e4b2,2025-04-23 22:03:16,Soto Ayam,Makanan & Bahan Makanan,pemasukan,23770
TRX-91b37bd76472,2025-04-24 00:33:43,Bakso,Makanan & Bahan Makanan,pemasukan,29139
TRX-7bc51baa8eca,2025-04-24 05:36:40,Teh,Makanan & Bahan Makanan,pengeluaran,2591
TRX-5f4e34e5a249,2025-04-24 08:37:35,Susu,Minuman & Bahan Minuman,pengeluaran,13503
TRX-216767badc50,2025-04-24 10:52:32,Kopi,Minuman & Bahan Minuman,pengeluaran,9485
TRX-823e54be6360,2025-04-24 11:40:34,Masker,Kesehatan,pengeluaran,2466
TRX-cf3ea013470b,2025-04-24 13:30:46,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29077
TRX-7a7bb86f2eb1,2025-04-24 19:33:59,Beras,Makanan & Bahan Makanan,pengeluaran,14495
TRX-354d9016e020,2025-04-24 22:01:42,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,21159
TRX-c59230e076f2,2025-04-24 23:11:00,Bakso,Makanan & Bahan Makanan,pemasukan,28568
TRX-a68fe5224f25,2025-04-25 03:04:47,Bakso,Makanan & Bahan Makanan,pemasukan,33572
TRX-bf9cd975ecce,2025-04-25 05:54:52,Bakso,Makanan & Bahan Makanan,pemasukan,34460
TRX-3c067cd1f987,2025-04-25 08:08:44,Mie Ayam,Makanan & Bahan Makanan,pemasukan,28787
TRX-2c50c3bfbf8f,2025-04-25 08:14:42,Vitamin,Kesehatan,pengeluaran,16663
TRX-19bcf7382505,2025-04-25 09:34:41,Bakso,Makanan & Bahan Makanan,pemasukan,31382
TRX-2a02454f0dc0,2025-04-25 12:42:34,Bakso,Makanan & Bahan Makanan,pemasukan,27415
TRX-f9988201de9a,2025-04-25 18:26:17,Gas LPG,Makanan & Bahan Makanan,pengeluaran,33639
TRX-c27999e7099d,2025-04-26 03:36:25,Beras,Makanan & Bahan Makanan,pengeluaran,15594
TRX-7030b6dc9db8,2025-04-26 06:34:18,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22540
TRX-2cb8a43d93de,2025-04-26 06:41:44,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,26748
TRX-450975b555f3,2025-04-26 09:57:44,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,25726
TRX-49591e8b0a52,2025-04-26 21:25:36,Vitamin,Kesehatan,pengeluaran,15492
TRX-87d0e5ba1292,2025-04-27 00:30:12,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,28271
TRX-d613d2701a23,2025-04-27 02:57:46,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,17774
TRX-a344f7646ed0,2025-04-27 12:11:07,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12231
TRX-244192612b2c,2025-04-27 12:33:21,Masker,Kesehatan,pengeluaran,4326
TRX-15f2856f842a,2025-04-27 13:20:05,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20746
TRX-8a6642c50c9a,2025-04-27 16:44:05,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22915
TRX-5693a232ca14,2025-04-27 21:36:42,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22159
TRX-484b895d8b01,2025-04-27 21:58:51,Es Teh,Minuman & Bahan Minuman,pemasukan,9582
TRX-a27910988d39,2025-04-28 05:02:11,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,20133
TRX-92e13f95f030,2025-04-28 05:50:40,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27142
TRX-077f10082e8c,2025-04-28 08:45:46,Es Teh,Minuman & Bahan Minuman,pemasukan,9397
TRX-a0c74d6e2a95,2025-04-28 10:39:40,Seragam Karyawan,Fashion,pengeluaran,7378
TRX-1d3327d02a62,2025-04-28 17:32:08,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,10640
TRX-092d828655e4,2025-04-28 19:39:19,Kopi,Minuman & Bahan Minuman,pengeluaran,8773
TRX-554fa0f83bcf,2025-04-28 21:50:38,Es Teh,Minuman & Bahan Minuman,pemasukan,8340
TRX-acbdf1108113,2025-04-28 22:28:10,Pulpen,ATK/Administrasi,pengeluaran,2949
TRX-092465deb2df,2025-04-29 01:21:40,Beras,Makanan & Bahan Makanan,pengeluaran,14060
TRX-3094a3d53541,2025-04-29 01:58:35,Pulpen,Makanan & Bahan Makanan,pengeluaran,2452
TRX-96c657c308dd,2025-04-29 04:06:40,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,17324
TRX-ca04633ed794,2025-04-29 04:11:32,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30648
TRX-fc104b221835,2025-04-29 11:53:28,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,24237
TRX-0c5e729b9d84,2025-04-29 12:58:21,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,20357
TRX-a6bdb652d47f,2025-04-29 18:28:45,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26400
TRX-3ba581c691b2,2025-04-29 18:44:42,Es Teh,Minuman & Bahan Minuman,pemasukan,6440
TRX-dc01bad66616,2025-04-29 19:14:53,Cabai,Makanan & Bahan Makanan,pengeluaran,11460
TRX-6dc0e0b0c155,2025-04-29 21:32:37,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23973
TRX-0e76472525ae,2025-04-29 22:12:23,Cabai,Makanan & Bahan Makanan,pengeluaran,19130
TRX-481bfe7821f1,2025-04-29 23:21:30,Vitamin,Kesehatan,pengeluaran,19388
TRX-adc78189e648,2025-04-30 00:16:06,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,12189
TRX-12f8547bb420,2025-04-30 04:39:02,Bakso,Makanan & Bahan Makanan,pemasukan,31618
TRX-ed5b2c4c1540,2025-04-30 07:24:40,Susu,Minuman & Bahan Minuman,pengeluaran,16124
TRX-7ee4c959ceb4,2025-04-30 08:05:16,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28442
TRX-9a707216a9c9,2025-04-30 08:10:28,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,25476
TRX-a9f37cf16879,2025-04-30 13:04:18,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11361
TRX-84efd6a8e83a,2025-04-30 13:04:40,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,26409
TRX-21a3f1ea2d63,2025-04-30 16:01:56,Tinta Printer,ATK/Administrasi,pengeluaran,14231
TRX-750e4ad8c64f,2025-04-30 17:28:34,Vitamin,Makanan & Bahan Makanan,pengeluaran,17018
TRX-3841b5368f73,2025-04-30 19:45:29,Kopi Susu,Minuman & Bahan Minuman,pemasukan,19333
TRX-68f2bedab1a7,2025-04-30 20:14:17,Gas LPG,Makanan & Bahan Makanan,pengeluaran,24732
TRX-c07c95260fbb,2025-04-30 21:37:49,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,21230
TRX-20e661cbf797,2025-04-30 23:07:02,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,31629
TRX-4398001debe1,2025-05-01 01:32:27,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,13692
TRX-7c6371663449,2025-05-01 01:40:04,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,23523
TRX-aecdf8821733,2025-05-01 04:35:19,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26151
